Location,Text
,"don’t #DoctorsSpeakUp?? #US4MF 
#doctorsspeakout 
#vaccines #VisForVaccine #realscience vs. #tobaccoscience #learntherisk #didyouknow #dothestudy #NursesSpeakUp #LearnTheRisk https://t.co/eeZrAKvXD5 https://t.co/DnctsPFT73"
"New York, USA","https://t.co/3sF2gTi8YB #American kids have never been sicker. When will #DoctorsSpeakUp? 
@DickGottfried 
@GustavoRivera
@AndreaSCousins 
@CarlHeastie
@AmerAcadPeds https://t.co/6BjFBVdn9b"
"Wayne, NJ",@MonstaTofu @NicoleB_MD @drninashapiro @RyanMarino @DrJaimeFriedman @DrPanMD How do you figure? The tax payer foots the bill to pay for vaccine injuries. Because she pays her taxes or because she has to live with her ignorance? #DoctorsSpeakUp
,"There’s no cure for a VIRUS 🦠. Your immune system fights it off.  U have to-stay healthy. No smoking, no alcohol, no drugs.  #AIDS #DoctorsSpeakUp #Corona #coronavirusinindia #2019nCoV #CoronaVirusFacts #Covid19usa #ChinaCoronaVirus https://t.co/xzf6bI70RM"
,@NicoleB_MD Oops Sorry looks like you’ve also been lied to. Welcome to the club. Do you believe us now? #DoctorsSpeakUp https://t.co/Qv4VCyIy59
,"One has to wonder, who actually controls the pharmaceutical companies and what are their beliefs? Have vaccines been weaponised by sick globalists to damage natural immunity (create lifelong pharma customers), lower IQ and decrease fertility?

#DoctorsSpeakUp
#NursesSpeakUp https://t.co/oH1vxOpz8m"
"Aargau, Schweiz","@lovereignssupr1 @tinkerbellfb201 @DrPanMD @delbigtree I am glad my tweets are not completely invisible. Still wonder why #VaccinesWork are not fillimg my timeline with hate. Unusual. #DoctorsSpeakUp 
#proscience"
"Aargau, Schweiz","Where are the #antiscience people? Usually my timeline would be full of hate by now with all the #proscience i have been tweeting. Either they cant see my tweets or they have finally nothing to say. Pls like if you can see this tweets.
#DoctorsSpeakUp"
,"@SharonL43013615 @chandan_khandai @RachelAlter007 Indeed. When perpetrators of mandated medical malpractice that serve an authoritarian regime (Big Pharma) compare the victims to the actual oppressor, it makes so much sense. #DoctorsSpeakUp for their salary and bribes ."
Australia,"This deserves another share.  
So heartfelt, and so many mothers,  fathers and children going through this nightmare. 
#DoctorsSpeakUp 
You know what is happening and you are brave and appreciated https://t.co/IFIrOkFTGH"
,"#DoctorsSpeakUp #SubpoenaWilliamThompson
#CDClies
#CDCcoverUp
#BLMisFAKE or they'd do something about #MMR and #TenThousandAAboys #Vaxxed https://t.co/xu8XioHYwL"
Palo Alto,"The failure of #DoctorsSpeakUp  is the strongest indicator that I've seen yet that doctors no longer understand the people they serve.

If they don't start listening soon..."
,"is resoundingly clear:
Vaccines only work in theory. In practice, they cause diseases and deaths. #VACCINESTHEORY #VACCINESAREGENOCIDE #DOCTORSSPEAKUP"
,"And if we could add to this all the suppressed facts, we would have a mass of evidence before which no vaccinator would dare to hold up his head.”—Dr. Robert A. Gunn, MD, “Vaccination: Its Fallacies and Evils”, 1882 #Vaccinesaregenocide #Doctorsspeakup"
,"“The greatest danger to your health is the doctor who practices modern medicine.” —Dr. Robert Mendelsohn, MD, board certified pediatrician
#Vaccineindustry #Fraud #Followthemoney #Vaccinesaregenocide #Doctorsspeakup https://t.co/Pe0vFj5aun"
"Chennai, India","Is something ailing you? Get it checked at the earliest at our Sunday General Clinic and get consultation from our experts.

#hospital #DoctorsSpeakUp #keyholesurgery #hospitalinchennai #lifelinehospital #corporate #corporatelife #generalclinic #sunday #sundaygeneralclinic https://t.co/2yTiiYO2Tq"
Nigeria,"What is see in AV argument is a dangerous selective narrative,touting risk like these aren't documented facts. Everything in medicine has a risk benefit ratio,it is the decision made on that analysis that determines treatment modalities. #DoctorsSpeakUp"
,"#Doctorsspeakup For the doctors that vaccinate , when will U Speak out against the serious harms of vaccines like the rest of these doctors do in this book 👇🏽 https://t.co/zG9QMHIgLk"
United States,When will #DoctorsSpeakUp and acknowledge that vaccine mandates represent a profound departure from basic medical ethics and free and informed consent?  https://t.co/hc0ceaTDCa
"NoVA, USA","#Coronavirus concerned? Stay AWAY from the #FluShot!

When will #DoctorsSpeakUp &amp; #NursesSpeakUp that #Flu vaccine is associated with 4.4X INCREASED risk of Non-Flu Respiratory Infections?

#STUDY in Clin Infect Dis, 2012:
https://t.co/E9t6S5yNKu

#DoctorsSpeakOut #LearnTheRisk https://t.co/MFl4yDk7dL"
"taipei, Earth","@deputyd37835329 #ican #icandecide #delbigtree  good parents of planet Earth love you and your work, thank you!!!!! #cdc #autism #doctorsSpeakup #theautismstudies  https://t.co/uDBI5wsA06"
,"@DrToddWo @drninashapiro @ZDoggMD @NicoleB_MD @mursebigford That's weird, I read  #doctorsspeakup was a huge failure for the pro-vax crowd. Thousands of people who've been adversely affected by vaccines co-opted the hashtag to get the truth out. At least, that's what I noticed."
"Vancouver, British Columbia","@mirandadied4u Hola, you can read it here: Thread by @ENirenberg: In honor of #DoctorsSpeakUp I think it's time I spread some quality, well-cited, accurate… https://t.co/aM6iXPdjoo. See you soon. 🤖"
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,"When will #DoctorsSpeakUp That #VaccineCourt is a travesty of justice?

Totally adversarial to the plaintiff - have to sue govt, takes 2-10 years if you can collect meanwhile you twist in the wind with your callously harmed child.  

Who will care for your child when you die?"
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,When will #DoctorsSpeakUp that the #vaccineinjured cannot sue a #vaccine maker or a doctor for faulty #vaccines ?
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,"When will #DoctorsSpeakUp that only 1% of #vaccineinjury incidents get reported, according to a Harvard study?"
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,Why won't #DoctorsSpeakUp that #vaccines #harm many of their patients?
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,"When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all?  Just like other medicine isn't safe &amp; effective for everyone.  Penecillin can cause Anaphylactic Shock &amp; kill - we don't mandate that for all.  
Vaccines can have similar effects - pHARMa knows this."
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,When will #DoctorsSpeakUp that the Hepatitis-B #vaccine for newborns is unnecessary and harmful?
#TheGreatAwakening #5GIsAControlGrid #POTUS #MAGA #FormerDemocrat #WalkAway #ForGodAndCountry,#DoctorsSpeakUp When will #DoctorsSpeakUp that #vaccines harm and kill children?
,That time we won a court battle against HHS cause they didn’t show vaccines had safety reports the last 30 years. 🤷‍♀️🤷‍♀️🤷‍♀️ #US4MF #Vaccines #NOTsafeNOTeffective #DoctorsSpeakUp #DoctorsSpeakOut #VaccineSafety #NOT https://t.co/6gP3mSuAli
,"#DoctorsSpeakUp If you really follow the Hippocrates oath, you should not do any harm first. #vaccineInjured #vaccinesharm"
,Nailed it: #DoctorsSpeakUp and #Monsters in one sentence. 🔥 https://t.co/2msI34umf0
California,#bigpharma won’t be happy till it’s 107% #DoctorsSpeakUp #MedicalFreedom https://t.co/0FagZtmkWz
,"When will #DoctorsSpeakUp that their expertise about vaccines consists of trusting CDC, AAP and their Pharma reps and other lying entities.
#Vimeo https://t.co/wUmj2qdr0n"
"Aargau, Schweiz","@Newsweek https://t.co/hqa9GGWbcA

Its clear who is spreading misinformation. Wonder if its time for Doctors from #DoctorsSpeakUp to sue @Newsweek for defamation and the rest of the world to sue them for KNOWINGLY accomplice the greatest crime against humanity!"
,Vaccines save lives #DoctorsSpeakUp https://t.co/00bpI5H8Sw
"NoVA, USA","@KereninaSunny @oyaclinicsindo #Coronavirus conserned? Stay AWAY from the #FluShot!

When will #DoctorsSpeakUp &amp; #NursesSpeakUp that #Flu vaccine is associated with 4.4X INCREASED risk of Non-Flu Respiratory Infections?

#STUDY in Clin Infect Dis, 2012:
https://t.co/59oaU2n8eo

#DoctorsSpeakOut #LearnTheRisk https://t.co/WS5n0Kz20W"
,"@DrToddWo @drninashapiro @ZDoggMD @NicoleB_MD @mursebigford Did you block the top #DoctorsSpeakUp accounts?
https://t.co/QThAPUfGcF"
,I am exhausted. If I had the means I’d move. Having @nydems @HealthNYGov constantly gaslight and say your child’s vaccine injury isn’t real destroys a mom. You won NYS. You’re going to gaslight to the point of us moving/quitting/complying. This is not my America. #DoctorsSpeakUp
VA,Why don't #DoctorsSpeakUp about the financial incentives and kickbacks they receive for having all of their patients vaccinated? 💉💵🤑🤔
,"Top #doctorsspeakup tweets in #UnitedStates 
#vaccineInjured #exvaxxers #concernedparents #constitutionadvocates #ReligiousFreedom
Our voices have been heard, #loudly:
https://t.co/QThAPUfGcF
#TruthBeTold"
,Asking for a friend....#vaccineswork #DoctorsSpeakUp #DoctorsSpeakOut https://t.co/vs5KyWqaJF
,"Doctor exposes problems with #vaccines..

Vaccination is not immunization 
https://t.co/1sZBm2JQil

#DoctorsSpeakUp"
,Just like the devil we know with crimes against humanity the government has lied to us about vaccines. Bring back liability; what about your oath on not harming indoctrination/ money talks just like DuPont #DoctorsSpeakUp #DoctorsSpeakOut
"Traverse City, MI",Wake up #DoctorsSpeakUp  https://t.co/MBapXAx5hg
,SANITATION   Notice didn’t say vaccines.....it says SANITATION #DoctorsSpeakUp #DoctorsSpeakOut https://t.co/in9NsB6bNZ
,Oh this is a good one for when #DoctorsSpeakUp #DoctorsSpeakOut  bc she’s an expert 💉😂💉 https://t.co/Qk0uMki86t
"California, USA","@dfreedman7 Same here, 4 years Med school, 4 years of EM residency and 8 years of practice. The exception is mumps... because I got it in residency as my vaccine had worn off by then in the midst of a small NYC outbreak. #DoctorsSpeakUp https://t.co/Zmrp62x6Ee"
,When #DoctorsSpeakUp #DoctorsSpeakOut  and this expert speaks 😂😂😂😂 https://t.co/buW9l4djFx
"St Louis, MO, Planet Earth","Nor have I! But I have had patients die in my arms from the flu &amp; post-flu pneumonia. 

Unless you are allergic, PLEASE get a #FluShot- if not for you than for the people who die from flu every year: the old, the young &amp; the immune-compromised #VaccinesSaveLives #DoctorsSpeakUp https://t.co/8okhGTwSDJ"
,When will #DoctorsSpeakUp that vaccines are not magic. Time cannot be manipulated and you can't collect safety data for longterm effects if your trials are days long. https://t.co/3g2TlrzKFq
"Richwood, OH","When will #DoctorsSpeakUp that #vaccines are not #safeandeffective for all? That the #vaccineinjured cannot sue a vaccine maker or a doctor for faulty vaccines? That #VaccineCourt is a travesty of justice? That only 1% of #vaccineinjury incidents get
reported,according to Harvard"
,"""Buy me some peanuts and Cracker Jacks, I don't care if I ever get back!!""   I guess they didn't have the diagnostic equiptment yet when they wrote that song! #DoctorsSpeakUp #DoctorsSpeakOut https://t.co/zGMFscECxj"
"NZ, AUSTRALIA, UK, AFRICA, USA","New blog post! Covering the escalating and aggressive behavior of anti-vaxxers, both online and in real life. 
#DoctorsSpeakUp #StopAntivaxViolence #VaccinesWork #YesOnHB5044 #StopTheNonsense
https://t.co/QHEwssuETi"
,Why don’t #DoctorsSpeakUp ? We need more like Dr. Toni Bark. Rest In Peace  https://t.co/EQmasChlob
"New Jersey, USA",#DoctorsSpeakUp physicians are charged with the first and foremost to DO NO HARM. That is not the case. Vaccines cause harm. They cause death. They cause SIDS. They cause autism. They cause tremendous heartache and guilt. The lack of true informed consent is an abomination.
,"When will #DoctorsSpeakUp that the same drug manufacturers who sell drugs that kill as long as their profits will cover their court costs, have no liability for vaccines. Their feet rush into sin (Proverbs 1:16) https://t.co/pD2DHWlLWI"
Republic of the Philippines,"Damn pharma and its ""virus-toys"", including the UN and WHO for that matter .. 😂

#DoctorsSpeakUp https://t.co/HxtXytOZ3k"
"Florida, USA",#DoctorsSpeakUp Whoever said they are going to make a corona virus vaccine and made it in a matter of hours is full of 💩 They are going to go down in history and probably in jail before our lifetime is over.
"Anytown, USA","#DoctorsSpeakUp in our docu-series #TheTruthAboutVaccines. With over 1 MILLION views, you can watch them NOW: https://t.co/i9tAtPTi7h

#TTAV2020 is coming in April. Stay tuned!"
,Provaxxers throw polio in the faces of parents of vaccine injured children @DrPanMD #DoctorsSpeakUp https://t.co/S4p43eP2qk
,"When will #DoctorsSpeakUp that when you have to continually lie and obfuscate for your righteous cause, you may be upholding blind dogma rather than the true good of humanity. It's called paternalism. https://t.co/gzyUcu1K3p"
"Florida, USA",#DoctorsSpeakUp NewsWEAK claimed that “anti- vaxxers” “hijakced” The term from the pro mandatory Pharma pushers. No. Millions of parents and people are fed up and we are taking our country and our freedom back. We are just getting started. You ain’t seen nothing yet.
Aurora IL,Can we trust what Doctors post on social media? #DoctorsSpeakUp  Published studies have shown that at least 80% of doctors who post on social media or their personal blogs have a pay-to-post agreement with pharmaceutical companies. They are told what to post and are paid a fee.
,And when will #DoctorsSpeakUp that there is NO INDICATION for a Hep-B vaccine for infants whose mothers are not Hep-B positive. And whose vaccines will wane before they're sexually active or sharing needles. https://t.co/ZTgrghv3cO
,When will #DoctorsSpeakUp #DoctorsSpeakOut ? https://t.co/nKUchqdUfl
,When will #DoctorsSpeakUp #DoctorsSpeakOut ? https://t.co/UsX5seQlMj
,"@whatchidid Kind of like kicking kids out of school who don't have diseases people are fear-mongered into thinking they have. Right @DrPanMD ?
#DoctorsSpeakUp"
,"#DoctorsSpeakUp  Doctors won’t speak up. They all are Initiates of the Hermetic (Thothian) Order of the Golden  Dawn. They took the sworn-oath that while it is their job to help people become almost well, it is also their job to keep them in a state of  needing more help."
"Miami, FL","#DoctorsSpeakUp 
FAKE NEWS ALERT.
There has never been a randomized control trial compared vaccines to placebo for safety. Concerning yes, and furthermore the growing concern over additives to vaccines needs independent testing"
Chicago ,"When you need a reality check @realDonaldTrump. 

#GOPVotingBlue 

#GOPBetrayedAmerica 

#coronavirus  #impeachbarr #Resistance #VoteBlue2020 
#Resist #DoctorsSpeakUp #VoteBlueNoMatterWho https://t.co/I0GJwSErkJ"
,"So African girls aren't aware of the dangers of this ""pilot/experiment""
Even other scientists are up in arms.  Why won't #DoctorsSpeakUp  and #DDoctorsSpeakOut against this questionable decision by WHO?
https://t.co/nN9E69jJzi"
,I love when #DoctorsSpeakUp ❤️ We need to hear you!!
"Manhattan, NY","#DoctorsSpeakUp we can no longer turn a blind eye to criminals #fda, covering for criminals #cdc , covering for criminals #BigPharma  it is time to make the makers liable - tort liable for harm immediately #lawyersspeakup https://t.co/i9L2k5elol"
